shipment_id,supplier_id,warehouse_name,shipment_date,delivery_date,quantity_shipped,transportation_cost,shipment_status,product_category
4001,277,Ware House E,2026-05-15,2026-05-17,40,9714,Delayed,Industrial
4002,349,Ware House A,2026-05-11,2026-05-12,89,4936,In Transit,Industrial
4003,478,Ware House B,2026-05-13,2026-05-22,57,2396,Delayed,Pharma
4004,185,Ware House D,2026-05-16,2026-05-20,56,6946,Delayed,Pharma
4005,250,Ware House C,2026-05-22,2026-06-01,75,4160,In Transit,FMCG
4006,218,Ware House B,2026-05-18,2026-05-28,26,5438,Cancelled,Automotive
4007,27,Ware House A,2026-05-19,2026-05-25,85,8284,In Transit,FMCG
4008,158,Ware House D,2026-05-07,2026-05-13,65,3759,In Transit,Automotive
4009,144,Ware House C,2026-05-16,2026-05-24,70,2030,Delivered,Electronics
4010,153,Ware House A,2026-05-30,2026-05-31,77,3035,Delivered,FMCG
4011,354,Ware House B,2026-05-22,2026-05-27,21,9506,In Transit,Industrial
4012,304,Ware House D,2026-05-06,2026-05-09,87,9890,In Transit,Pharma
4013,404,Ware House C,2026-05-12,2026-05-20,71,5442,Delivered,Automotive
4014,233,Ware House A,2026-05-21,2026-05-28,47,4683,Cancelled,FMCG
4015,254,Ware House B,2026-05-30,2026-06-07,6,291,In Transit,Automotive
4016,177,Ware House E,2026-06-03,2026-06-13,51,7801,In Transit,Automotive
4017,158,Ware House B,2026-06-03,2026-06-10,13,7899,Delayed,FMCG
4018,156,Ware House B,2026-06-03,2026-06-12,34,5282,In Transit,Pharma
4019,112,Ware House A,2026-05-29,2026-06-07,31,7110,Delivered,FMCG
4020,472,Ware House E,2026-05-15,2026-05-22,55,7217,In Transit,Pharma
4021,277,Ware House E,2026-05-21,2026-05-31,90,8925,Delayed,FMCG
4022,363,Ware House E,2026-05-13,2026-05-15,80,6190,Delivered,Electronics
4023,356,Ware House B,2026-05-15,2026-05-25,88,6437,Delivered,Automotive
4024,43,Ware House A,2026-05-15,2026-05-17,78,5543,Delayed,Industrial
4025,172,Ware House D,2026-05-21,2026-05-29,43,4343,Delayed,FMCG
4026,288,Ware House E,2026-05-09,2026-05-13,33,9053,Cancelled,Industrial
4027,231,Ware House B,2026-05-15,2026-05-17,77,3812,Delayed,Automotive
4028,419,Ware House A,2026-05-07,2026-05-14,57,4053,Delayed,Pharma
4029,137,Ware House A,2026-05-23,2026-05-24,32,5169,In Transit,Automotive
4030,8,Ware House D,2026-05-26,2026-06-02,3,1774,Cancelled,FMCG
4031,337,Ware House E,2026-05-23,2026-05-25,60,2503,Cancelled,Electronics
4032,250,Ware House C,2026-05-19,2026-05-28,40,1233,Delayed,Pharma
4033,229,Ware House C,2026-05-26,2026-05-27,2,7871,Cancelled,Electronics
4034,272,Ware House D,2026-05-27,2026-06-05,74,5492,Delivered,Automotive
4035,374,Ware House E,2026-05-11,2026-05-12,62,6716,In Transit,FMCG
4036,279,Ware House D,2026-05-29,2026-06-08,97,6060,Delivered,Pharma
4037,25,Ware House D,2026-05-21,2026-05-26,56,1150,In Transit,Pharma
4038,499,Ware House E,2026-06-01,2026-06-09,2,5994,Delayed,Pharma
4039,55,Ware House D,2026-06-01,2026-06-05,6,7641,In Transit,Automotive
4040,49,Ware House E,2026-05-25,2026-05-30,15,9098,Delayed,Electronics
4041,266,Ware House B,2026-06-02,2026-06-10,21,9688,Delayed,Industrial
4042,137,Ware House C,2026-05-14,2026-05-24,91,4278,In Transit,Industrial
4043,54,Ware House B,2026-05-25,2026-05-28,1,745,Cancelled,Automotive
4044,182,Ware House D,2026-05-30,2026-06-02,28,393,Delivered,Industrial
4045,385,Ware House E,2026-05-29,2026-06-02,85,8053,In Transit,FMCG
4046,344,Ware House E,2026-05-12,2026-05-13,80,2576,Cancelled,Electronics
4047,450,Ware House E,2026-05-17,2026-05-18,55,5400,In Transit,Electronics
4048,12,Ware House E,2026-05-07,2026-05-13,59,5216,Delayed,Pharma
4049,338,Ware House E,2026-05-18,2026-05-25,9,9023,Delayed,Electronics
4050,370,Ware House E,2026-05-18,2026-05-28,50,5532,In Transit,Automotive
4051,254,Ware House E,2026-06-01,2026-06-04,44,8846,Cancelled,Industrial
4052,148,Ware House E,2026-05-21,2026-05-25,71,694,Delayed,Pharma
4053,368,Ware House E,2026-05-31,2026-06-10,59,9114,In Transit,Pharma
4054,475,Ware House A,2026-05-25,2026-05-30,91,2748,Cancelled,Pharma
4055,241,Ware House C,2026-05-13,2026-05-23,50,4156,Delivered,Pharma
4056,168,Ware House C,2026-05-14,2026-05-21,43,7231,Delivered,FMCG
4057,228,Ware House B,2026-06-04,2026-06-07,60,3860,Cancelled,Electronics
4058,285,Ware House E,2026-05-30,2026-06-05,4,5941,Cancelled,FMCG
4059,53,Ware House E,2026-05-10,2026-05-20,32,790,Delivered,Electronics
4060,182,Ware House B,2026-05-24,2026-05-27,66,3257,Cancelled,Automotive
4061,75,Ware House A,2026-05-16,2026-05-24,44,1844,Delayed,Industrial
4062,451,Ware House D,2026-05-12,2026-05-18,10,471,Cancelled,Electronics
4063,264,Ware House A,2026-05-22,2026-05-23,82,6033,Delayed,FMCG
4064,494,Ware House B,2026-05-10,2026-05-17,85,5010,Cancelled,Electronics
4065,113,Ware House B,2026-05-31,2026-06-04,63,6635,Delayed,Industrial
4066,416,Ware House B,2026-05-29,2026-05-30,2,7882,In Transit,Industrial
4067,496,Ware House A,2026-05-31,2026-06-02,7,2598,Delivered,Automotive
4068,177,Ware House E,2026-05-30,2026-06-08,55,8203,Delayed,FMCG
4069,83,Ware House E,2026-05-26,2026-05-28,83,5253,Delivered,Pharma
4070,100,Ware House E,2026-05-19,2026-05-22,5,8205,Delivered,Pharma
4071,295,Ware House D,2026-05-14,2026-05-17,89,7700,Delivered,Electronics
4072,481,Ware House A,2026-06-01,2026-06-02,9,2571,Delivered,FMCG
4073,314,Ware House E,2026-05-10,2026-05-11,10,3923,Delayed,Electronics
4074,388,Ware House C,2026-05-19,2026-05-29,55,3042,Cancelled,FMCG
4075,88,Ware House D,2026-05-22,2026-05-27,12,8019,Cancelled,FMCG
4076,427,Ware House D,2026-05-22,2026-05-31,42,9290,Delivered,Pharma
4077,439,Ware House D,2026-06-04,2026-06-08,8,5633,Delivered,Automotive
4078,7,Ware House E,2026-05-25,2026-06-04,60,9946,Delivered,FMCG
4079,222,Ware House A,2026-05-22,2026-05-26,88,1136,Cancelled,Automotive
4080,107,Ware House E,2026-05-09,2026-05-11,39,5510,Delayed,FMCG
4081,369,Ware House A,2026-05-28,2026-06-02,11,5043,Delayed,Automotive
4082,347,Ware House C,2026-05-24,2026-05-26,16,2921,In Transit,Industrial
4083,96,Ware House D,2026-05-12,2026-05-18,57,9644,In Transit,Industrial
4084,139,Ware House E,2026-06-04,2026-06-05,61,877,In Transit,Industrial
4085,224,Ware House B,2026-05-22,2026-05-23,60,9237,Cancelled,FMCG
4086,371,Ware House C,2026-05-22,2026-05-28,36,8026,Delivered,Pharma
4087,177,Ware House B,2026-06-01,2026-06-02,79,9079,Delivered,Automotive
4088,344,Ware House E,2026-05-16,2026-05-26,33,5508,Delivered,FMCG
4089,432,Ware House C,2026-05-11,2026-05-19,98,8004,In Transit,Pharma
4090,253,Ware House E,2026-05-22,2026-05-27,75,8933,Cancelled,Automotive
4091,425,Ware House E,2026-06-03,2026-06-09,87,3898,Delayed,Pharma
4092,322,Ware House D,2026-05-18,2026-05-20,75,4797,Delivered,Electronics
4093,460,Ware House D,2026-05-24,2026-05-25,16,6256,Delayed,Automotive
4094,19,Ware House D,2026-05-24,2026-06-02,95,5056,Cancelled,Electronics
4095,125,Ware House A,2026-05-13,2026-05-17,5,8925,Delayed,Automotive
4096,107,Ware House E,2026-05-24,2026-05-28,47,8146,Cancelled,FMCG
4097,176,Ware House B,2026-05-30,2026-06-06,25,7546,Cancelled,Electronics
4098,342,Ware House C,2026-05-18,2026-05-22,81,4768,Cancelled,Industrial
4099,441,Ware House C,2026-05-08,2026-05-13,21,3181,Cancelled,Pharma
4100,115,Ware House B,2026-05-31,2026-06-04,47,4279,Delivered,Pharma
4101,455,Ware House D,2026-05-26,2026-05-30,41,5952,Delayed,FMCG
4102,491,Ware House B,2026-05-29,2026-05-31,11,6631,Delayed,Automotive
4103,28,Ware House C,2026-05-14,2026-05-16,20,5493,Delivered,FMCG
4104,235,Ware House B,2026-06-02,2026-06-08,44,2871,In Transit,Pharma
4105,32,Ware House A,2026-05-28,2026-05-30,95,9111,Delayed,Electronics
4106,390,Ware House C,2026-05-06,2026-05-07,81,4382,Delivered,Industrial
4107,380,Ware House D,2026-05-07,2026-05-08,77,3603,Cancelled,Industrial
4108,37,Ware House A,2026-05-14,2026-05-18,42,9793,Cancelled,FMCG
4109,157,Ware House A,2026-05-29,2026-06-01,75,1242,In Transit,Industrial
4110,150,Ware House D,2026-05-18,2026-05-20,52,8171,Cancelled,Industrial
4111,477,Ware House D,2026-06-01,2026-06-05,15,2818,Cancelled,Pharma
4112,401,Ware House E,2026-05-11,2026-05-15,54,8040,In Transit,Electronics
4113,320,Ware House A,2026-05-31,2026-06-07,53,4353,Delayed,FMCG
4114,467,Ware House E,2026-05-20,2026-05-23,17,4417,Delivered,Pharma
4115,467,Ware House C,2026-05-26,2026-05-30,25,2866,Cancelled,FMCG
4116,74,Ware House E,2026-05-31,2026-06-09,44,3119,Delayed,Industrial
4117,110,Ware House A,2026-05-25,2026-05-31,79,5677,Delayed,Automotive
4118,256,Ware House A,2026-05-17,2026-05-18,94,9864,Delivered,Industrial
4119,354,Ware House B,2026-05-27,2026-05-31,6,4644,Cancelled,Pharma
4120,402,Ware House A,2026-05-24,2026-05-29,27,1659,In Transit,Industrial
4121,416,Ware House A,2026-05-14,2026-05-15,59,5622,In Transit,Electronics
4122,184,Ware House C,2026-05-28,2026-06-07,11,8335,In Transit,Automotive
4123,467,Ware House D,2026-05-12,2026-05-17,23,2596,In Transit,Electronics
4124,422,Ware House C,2026-05-19,2026-05-21,24,8137,In Transit,Pharma
4125,71,Ware House C,2026-06-04,2026-06-06,25,4396,Cancelled,Industrial
4126,114,Ware House B,2026-05-19,2026-05-29,71,8904,Delivered,Automotive
4127,416,Ware House A,2026-05-26,2026-05-31,10,488,Cancelled,Electronics
4128,374,Ware House D,2026-05-16,2026-05-21,88,1870,Cancelled,Electronics
4129,484,Ware House A,2026-05-06,2026-05-16,72,4043,Delivered,Pharma
4130,183,Ware House B,2026-05-21,2026-05-26,86,9160,Cancelled,Electronics
4131,169,Ware House D,2026-05-25,2026-06-04,95,7652,In Transit,FMCG
4132,20,Ware House E,2026-05-20,2026-05-30,44,372,In Transit,FMCG
4133,444,Ware House E,2026-05-24,2026-05-30,77,9467,Delivered,FMCG
4134,363,Ware House E,2026-05-08,2026-05-14,33,1314,Cancelled,Electronics
4135,485,Ware House A,2026-05-06,2026-05-12,31,4415,In Transit,FMCG
4136,43,Ware House C,2026-05-21,2026-05-24,66,9208,In Transit,Industrial
4137,357,Ware House D,2026-05-17,2026-05-26,40,6704,In Transit,Automotive
4138,466,Ware House C,2026-05-08,2026-05-14,61,5312,Delayed,Pharma
4139,43,Ware House A,2026-05-13,2026-05-22,8,2515,Delivered,Automotive
4140,208,Ware House D,2026-05-17,2026-05-19,35,5277,Delivered,FMCG
4141,325,Ware House A,2026-05-06,2026-05-11,66,7567,Delayed,Electronics
4142,11,Ware House E,2026-06-03,2026-06-09,29,5911,Delivered,Automotive
4143,216,Ware House C,2026-05-30,2026-06-02,19,1103,Delayed,Automotive
4144,355,Ware House B,2026-05-07,2026-05-12,91,6152,Delivered,Electronics
4145,398,Ware House C,2026-05-14,2026-05-24,37,6709,Delivered,Industrial
4146,245,Ware House D,2026-05-12,2026-05-15,64,1092,Delayed,FMCG
4147,119,Ware House C,2026-05-25,2026-05-30,49,3206,Cancelled,Automotive
4148,368,Ware House C,2026-05-21,2026-05-27,74,3633,Cancelled,Pharma
4149,478,Ware House E,2026-05-24,2026-05-26,22,6696,Cancelled,Industrial
4150,59,Ware House A,2026-06-03,2026-06-06,21,7074,Delayed,Industrial
4151,121,Ware House B,2026-05-19,2026-05-29,54,6799,Delayed,Industrial
4152,25,Ware House B,2026-05-29,2026-06-02,99,7678,Delayed,Electronics
4153,142,Ware House E,2026-05-24,2026-05-26,88,550,Delayed,Electronics
4154,34,Ware House B,2026-05-09,2026-05-13,48,5588,Delivered,Electronics
4155,497,Ware House C,2026-06-03,2026-06-12,81,5790,Delayed,Automotive
4156,5,Ware House E,2026-06-01,2026-06-06,81,5504,Delivered,Electronics
4157,385,Ware House D,2026-05-12,2026-05-14,1,9245,In Transit,Electronics
4158,264,Ware House D,2026-06-03,2026-06-05,25,7956,Delivered,Electronics
4159,415,Ware House A,2026-05-31,2026-06-03,42,3377,Delayed,FMCG
4160,59,Ware House D,2026-05-25,2026-06-02,6,2531,Cancelled,Automotive
4161,237,Ware House E,2026-06-03,2026-06-11,61,6458,In Transit,Pharma
4162,122,Ware House B,2026-06-03,2026-06-12,94,3720,Delayed,Automotive
4163,212,Ware House B,2026-05-09,2026-05-10,90,7187,In Transit,Automotive
4164,490,Ware House B,2026-05-27,2026-05-31,44,6746,Cancelled,FMCG
4165,226,Ware House C,2026-05-12,2026-05-20,69,3068,In Transit,Electronics
4166,294,Ware House D,2026-05-12,2026-05-17,99,442,In Transit,Industrial
4167,492,Ware House B,2026-05-28,2026-06-02,67,7596,Delayed,FMCG
4168,403,Ware House B,2026-06-04,2026-06-06,43,6295,In Transit,Pharma
4169,401,Ware House C,2026-06-01,2026-06-04,81,9956,Cancelled,Industrial
4170,390,Ware House A,2026-05-11,2026-05-16,3,6391,Delayed,Pharma
4171,416,Ware House E,2026-05-13,2026-05-23,63,4706,Delivered,FMCG
4172,189,Ware House B,2026-05-23,2026-05-25,95,6238,In Transit,Automotive
4173,420,Ware House C,2026-05-20,2026-05-28,11,3874,Delayed,FMCG
4174,486,Ware House C,2026-05-23,2026-05-25,77,1530,Cancelled,FMCG
4175,406,Ware House B,2026-05-27,2026-06-03,95,861,Delivered,Pharma
4176,382,Ware House D,2026-06-04,2026-06-11,76,3235,Delayed,Industrial
4177,354,Ware House D,2026-05-26,2026-06-04,26,1368,In Transit,Automotive
4178,248,Ware House A,2026-05-15,2026-05-16,39,9431,Delayed,Pharma
4179,349,Ware House A,2026-05-14,2026-05-19,31,5413,Delivered,Pharma
4180,345,Ware House B,2026-05-21,2026-05-27,64,7094,Delivered,Electronics
4181,219,Ware House D,2026-05-25,2026-05-26,70,797,Cancelled,Automotive
4182,372,Ware House D,2026-05-22,2026-05-26,27,5785,Delivered,Electronics
4183,141,Ware House A,2026-05-21,2026-05-26,66,9440,Delivered,Electronics
4184,28,Ware House B,2026-05-23,2026-05-27,14,6647,Delivered,Industrial
4185,196,Ware House E,2026-05-19,2026-05-21,35,9083,Delivered,Automotive
4186,182,Ware House B,2026-05-15,2026-05-17,10,3544,Delayed,Automotive
4187,475,Ware House E,2026-05-26,2026-06-04,83,4100,Delayed,Industrial
4188,96,Ware House A,2026-05-06,2026-05-14,97,1985,In Transit,Pharma
4189,250,Ware House C,2026-06-01,2026-06-08,22,6063,Delayed,FMCG
4190,422,Ware House C,2026-05-22,2026-05-24,52,4215,In Transit,Industrial
4191,340,Ware House B,2026-05-31,2026-06-09,25,999,Delayed,Automotive
4192,243,Ware House B,2026-05-09,2026-05-17,58,4589,Cancelled,Automotive
4193,218,Ware House A,2026-06-01,2026-06-10,8,2600,In Transit,Automotive
4194,148,Ware House E,2026-05-12,2026-05-18,96,3360,Delivered,Automotive
4195,259,Ware House C,2026-05-20,2026-05-30,36,7263,In Transit,Electronics
4196,451,Ware House D,2026-05-06,2026-05-09,22,3729,Delivered,Pharma
4197,165,Ware House D,2026-05-17,2026-05-24,51,3011,Delayed,Pharma
4198,232,Ware House D,2026-05-19,2026-05-24,85,7502,Delayed,Industrial
4199,279,Ware House C,2026-05-28,2026-05-31,30,346,Cancelled,Electronics
4200,101,Ware House E,2026-05-06,2026-05-13,80,316,Delayed,FMCG
4201,336,Ware House A,2026-05-06,2026-05-10,58,8597,Cancelled,Electronics
4202,294,Ware House B,2026-05-26,2026-05-29,65,6715,Delivered,Electronics
4203,417,Ware House A,2026-05-20,2026-05-26,48,4517,Delivered,Electronics
4204,464,Ware House C,2026-05-11,2026-05-16,63,2954,Delayed,FMCG
4205,125,Ware House D,2026-05-18,2026-05-19,59,3889,In Transit,Industrial
4206,483,Ware House B,2026-05-06,2026-05-14,2,952,Cancelled,FMCG
4207,216,Ware House C,2026-05-09,2026-05-10,62,4644,In Transit,Electronics
4208,315,Ware House A,2026-05-24,2026-06-02,38,5754,Cancelled,Industrial
4209,78,Ware House A,2026-05-16,2026-05-24,100,4374,Delayed,Pharma
4210,199,Ware House A,2026-05-20,2026-05-21,77,6968,Delivered,FMCG
4211,317,Ware House A,2026-05-23,2026-05-30,83,7010,Delayed,FMCG
4212,48,Ware House D,2026-05-14,2026-05-22,33,9797,Cancelled,Automotive
4213,109,Ware House B,2026-05-23,2026-06-02,82,1360,Delivered,FMCG
4214,231,Ware House A,2026-05-16,2026-05-23,5,1825,Delayed,FMCG
4215,51,Ware House A,2026-05-15,2026-05-23,38,8109,Delivered,Pharma
4216,9,Ware House B,2026-05-20,2026-05-29,19,604,In Transit,FMCG
4217,234,Ware House D,2026-05-31,2026-06-01,31,2718,Delayed,Electronics
4218,356,Ware House E,2026-05-11,2026-05-18,73,5735,In Transit,Industrial
4219,450,Ware House C,2026-05-27,2026-05-29,96,4475,Delayed,Industrial
4220,459,Ware House E,2026-05-09,2026-05-12,16,9862,Delivered,Automotive
4221,293,Ware House C,2026-06-02,2026-06-05,96,3851,In Transit,Pharma
4222,317,Ware House A,2026-05-25,2026-06-03,98,9606,Delayed,FMCG
4223,278,Ware House C,2026-06-04,2026-06-10,67,3507,Delayed,Electronics
4224,40,Ware House A,2026-05-06,2026-05-08,34,6690,Delayed,Automotive
4225,325,Ware House B,2026-05-29,2026-06-04,5,1083,Cancelled,Automotive
4226,377,Ware House B,2026-05-06,2026-05-10,57,2669,Cancelled,Automotive
4227,492,Ware House C,2026-05-23,2026-05-30,84,6371,Delayed,Pharma
4228,273,Ware House C,2026-05-27,2026-06-04,46,6297,Cancelled,Electronics
4229,68,Ware House A,2026-05-19,2026-05-24,38,9879,In Transit,Industrial
4230,58,Ware House C,2026-05-19,2026-05-23,26,9977,Delivered,Electronics
4231,347,Ware House D,2026-05-28,2026-06-03,79,500,Delivered,Electronics
4232,77,Ware House B,2026-05-21,2026-05-31,38,835,In Transit,Electronics
4233,200,Ware House B,2026-05-14,2026-05-20,49,4635,Delayed,FMCG
4234,33,Ware House E,2026-05-18,2026-05-20,57,8444,Delivered,Electronics
4235,75,Ware House C,2026-05-18,2026-05-23,26,9596,Cancelled,Industrial
4236,214,Ware House A,2026-05-18,2026-05-27,76,2839,Delivered,Industrial
4237,267,Ware House C,2026-06-02,2026-06-11,74,9375,In Transit,Pharma
4238,475,Ware House A,2026-06-03,2026-06-07,44,6436,In Transit,Automotive
4239,389,Ware House C,2026-05-22,2026-05-26,98,5422,Delivered,FMCG
4240,3,Ware House A,2026-05-22,2026-05-24,32,3508,Delivered,Electronics
4241,60,Ware House E,2026-05-09,2026-05-19,72,5212,Delayed,Industrial
4242,242,Ware House A,2026-05-23,2026-05-27,9,7743,Delivered,Pharma
4243,79,Ware House D,2026-05-11,2026-05-21,4,8085,In Transit,Industrial
4244,361,Ware House E,2026-05-29,2026-06-02,44,7093,Cancelled,Automotive
4245,223,Ware House B,2026-05-30,2026-06-02,40,3314,Delivered,FMCG
4246,330,Ware House E,2026-05-06,2026-05-16,97,150,Delivered,Automotive
4247,495,Ware House D,2026-05-31,2026-06-01,27,2858,Cancelled,Automotive
4248,51,Ware House B,2026-05-25,2026-05-31,23,9135,Cancelled,Pharma
4249,163,Ware House E,2026-05-28,2026-05-30,24,2643,Delivered,Automotive
4250,55,Ware House B,2026-05-21,2026-05-30,66,623,In Transit,Pharma
4251,280,Ware House D,2026-06-04,2026-06-07,36,518,Delayed,FMCG
4252,361,Ware House A,2026-05-13,2026-05-18,75,3484,Delivered,Pharma
4253,99,Ware House E,2026-05-16,2026-05-23,88,8749,In Transit,Pharma
4254,139,Ware House B,2026-05-17,2026-05-23,91,7026,Delivered,Electronics
4255,293,Ware House C,2026-06-04,2026-06-13,10,3730,Delayed,Industrial
4256,39,Ware House C,2026-05-14,2026-05-17,58,9774,Delivered,Electronics
4257,79,Ware House D,2026-05-20,2026-05-27,8,2896,Cancelled,Automotive
4258,319,Ware House E,2026-05-29,2026-06-04,1,7073,In Transit,Pharma
4259,140,Ware House A,2026-05-09,2026-05-12,87,6935,Delivered,FMCG
4260,387,Ware House A,2026-05-26,2026-06-04,22,1585,In Transit,Automotive
4261,348,Ware House A,2026-05-16,2026-05-19,92,4278,Delayed,Pharma
4262,381,Ware House A,2026-05-07,2026-05-17,97,4036,Cancelled,Automotive
4263,235,Ware House A,2026-05-19,2026-05-27,13,2956,Delivered,FMCG
4264,84,Ware House C,2026-05-16,2026-05-20,55,9809,In Transit,Automotive
4265,300,Ware House C,2026-05-17,2026-05-27,55,2047,Delayed,Electronics
4266,219,Ware House B,2026-05-10,2026-05-12,1,415,In Transit,Automotive
4267,372,Ware House E,2026-05-25,2026-06-02,61,500,Delivered,FMCG
4268,279,Ware House A,2026-05-28,2026-05-29,14,7476,In Transit,FMCG
4269,249,Ware House A,2026-06-04,2026-06-05,92,8298,Delivered,FMCG
4270,208,Ware House B,2026-05-22,2026-05-27,4,5101,Delivered,Electronics
4271,338,Ware House E,2026-05-08,2026-05-16,10,897,In Transit,Industrial
4272,392,Ware House B,2026-05-16,2026-05-23,41,8204,Cancelled,Electronics
4273,462,Ware House E,2026-05-08,2026-05-11,30,5284,In Transit,Automotive
4274,324,Ware House C,2026-05-11,2026-05-12,44,859,Delivered,Pharma
4275,132,Ware House B,2026-05-31,2026-06-01,77,4190,Cancelled,Pharma
4276,131,Ware House D,2026-05-14,2026-05-20,24,5900,Delivered,Electronics
4277,422,Ware House C,2026-06-04,2026-06-06,12,5161,In Transit,Industrial
4278,313,Ware House A,2026-05-07,2026-05-11,39,8735,Delayed,Industrial
4279,224,Ware House C,2026-05-23,2026-05-27,5,5854,Delivered,FMCG
4280,464,Ware House B,2026-05-16,2026-05-25,27,9204,Delivered,Pharma
4281,428,Ware House D,2026-05-17,2026-05-18,77,2515,In Transit,Automotive
4282,142,Ware House C,2026-05-29,2026-06-03,7,6098,Cancelled,Electronics
4283,247,Ware House A,2026-05-16,2026-05-21,68,3981,Cancelled,FMCG
4284,21,Ware House D,2026-05-30,2026-06-03,59,350,Delivered,Pharma
4285,208,Ware House D,2026-05-26,2026-06-01,37,2096,Delayed,Automotive
4286,26,Ware House D,2026-05-31,2026-06-04,35,9615,In Transit,Automotive
4287,367,Ware House B,2026-05-18,2026-05-28,52,4777,Delivered,Industrial
4288,349,Ware House D,2026-05-20,2026-05-30,27,1711,Delayed,Electronics
4289,392,Ware House E,2026-05-16,2026-05-23,85,2885,Cancelled,Automotive
4290,302,Ware House B,2026-05-19,2026-05-20,98,819,In Transit,Automotive
4291,415,Ware House D,2026-05-18,2026-05-26,66,4957,Delayed,Pharma
4292,70,Ware House A,2026-05-23,2026-06-01,57,3447,Delayed,Pharma
4293,306,Ware House A,2026-05-06,2026-05-08,29,1467,Delivered,Industrial
4294,124,Ware House B,2026-05-12,2026-05-19,28,193,Delivered,Electronics
4295,185,Ware House B,2026-05-18,2026-05-23,38,622,Delivered,Automotive
4296,158,Ware House E,2026-05-26,2026-06-05,11,7419,Delayed,Electronics
4297,126,Ware House D,2026-05-24,2026-05-29,13,246,Delayed,Industrial
4298,324,Ware House D,2026-05-12,2026-05-16,3,7226,Cancelled,Industrial
4299,255,Ware House C,2026-05-18,2026-05-20,94,2930,Cancelled,Industrial
4300,108,Ware House D,2026-05-26,2026-06-05,25,5277,Delayed,Automotive
4301,391,Ware House B,2026-05-22,2026-05-29,68,1392,Delayed,Pharma
4302,253,Ware House C,2026-05-27,2026-05-30,38,3783,Delayed,Pharma
4303,394,Ware House E,2026-05-28,2026-06-03,99,5871,Delayed,FMCG
4304,234,Ware House D,2026-05-24,2026-06-02,74,3971,Delivered,Industrial
4305,40,Ware House C,2026-05-14,2026-05-22,20,8554,Delayed,Industrial
4306,212,Ware House B,2026-05-20,2026-05-26,60,8703,Delivered,Industrial
4307,487,Ware House D,2026-06-02,2026-06-03,60,1432,In Transit,Automotive
4308,461,Ware House D,2026-05-18,2026-05-22,73,6956,Delayed,Automotive
4309,122,Ware House E,2026-05-13,2026-05-18,52,1042,In Transit,FMCG
4310,327,Ware House D,2026-05-28,2026-05-31,85,7236,In Transit,Pharma
4311,416,Ware House E,2026-05-14,2026-05-20,52,3793,Delivered,Electronics
4312,217,Ware House C,2026-05-29,2026-06-02,10,8201,Delivered,Electronics
4313,365,Ware House A,2026-05-31,2026-06-04,10,7720,Delayed,Electronics
4314,347,Ware House D,2026-05-15,2026-05-16,37,6787,Delivered,Pharma
4315,373,Ware House E,2026-05-18,2026-05-26,50,402,Delayed,FMCG
4316,236,Ware House A,2026-06-04,2026-06-10,41,9442,Cancelled,Electronics
4317,252,Ware House D,2026-05-15,2026-05-22,80,6713,Cancelled,Electronics
4318,368,Ware House E,2026-05-06,2026-05-15,86,7370,Delivered,Industrial
4319,320,Ware House D,2026-05-20,2026-05-28,18,7127,Delayed,Automotive
4320,410,Ware House B,2026-06-03,2026-06-08,3,8386,In Transit,Industrial
4321,217,Ware House B,2026-05-07,2026-05-11,60,7941,Cancelled,Industrial
4322,32,Ware House D,2026-06-03,2026-06-13,22,8473,Cancelled,Automotive
4323,364,Ware House D,2026-06-04,2026-06-07,3,9155,Delayed,Automotive
4324,144,Ware House B,2026-05-24,2026-06-02,8,4964,Delivered,Industrial
4325,311,Ware House C,2026-05-25,2026-06-01,97,4693,Delayed,Automotive
4326,115,Ware House E,2026-05-14,2026-05-21,54,9777,Cancelled,Automotive
4327,459,Ware House C,2026-06-03,2026-06-06,33,3545,Delivered,Industrial
4328,56,Ware House D,2026-05-12,2026-05-18,1,1932,Delivered,Pharma
4329,81,Ware House D,2026-05-18,2026-05-28,84,8111,Delayed,Industrial
4330,456,Ware House B,2026-06-01,2026-06-04,47,2697,In Transit,Automotive
4331,150,Ware House B,2026-05-29,2026-05-31,89,4577,Delivered,Electronics
4332,295,Ware House E,2026-05-13,2026-05-17,78,1470,Delivered,Pharma
4333,47,Ware House A,2026-05-10,2026-05-12,71,3971,In Transit,Automotive
4334,427,Ware House B,2026-05-10,2026-05-17,30,3173,Delayed,Pharma
4335,388,Ware House D,2026-05-19,2026-05-22,34,4891,Delayed,Automotive
4336,253,Ware House E,2026-06-03,2026-06-04,65,3449,In Transit,Automotive
4337,315,Ware House B,2026-05-10,2026-05-12,31,7006,Delayed,Pharma
4338,446,Ware House E,2026-06-02,2026-06-07,40,4749,Delayed,Industrial
4339,156,Ware House C,2026-05-28,2026-06-04,55,4982,In Transit,Pharma
4340,318,Ware House D,2026-05-07,2026-05-16,49,394,Delayed,Automotive
4341,483,Ware House E,2026-05-31,2026-06-08,13,2542,Delayed,FMCG
4342,465,Ware House B,2026-05-26,2026-06-01,43,3143,Delivered,FMCG
4343,455,Ware House C,2026-05-17,2026-05-27,31,702,Cancelled,Industrial
4344,364,Ware House C,2026-05-14,2026-05-20,68,3585,Delivered,Electronics
4345,387,Ware House E,2026-06-02,2026-06-12,45,7291,In Transit,FMCG
4346,346,Ware House E,2026-05-26,2026-06-02,11,9761,Delayed,Pharma
4347,19,Ware House C,2026-05-27,2026-06-02,79,6366,Delayed,Automotive
